-34.630592|-58.373387|17
-34.630630|-58.373199|5
-34.630619|-58.373214|3
-34.630613|-58.373202|5
-34.630596|-58.373198|6
-34.630589|-58.373180|9
-34.630574|-58.373189|7
-34.630568|-58.373169|8
-34.630556|-58.373147|8
-34.630546|-58.373134|8
-34.630518|-58.373118|8
-34.630503|-58.373110|9
-34.630501|-58.373097|9
-34.630497|-58.373085|9
-34.630485|-58.373060|8
-34.630463|-58.373042|9
-34.630451|-58.373035|10
-34.630439|-58.373033|11
-34.630422|-58.373033|11
-34.630410|-58.373011|10
-34.630400|-58.373001|10
-34.630389|-58.372992|9
-34.630366|-58.372980|10
-34.630354|-58.372969|9
-34.630342|-58.372959|8
-34.630325|-58.372947|7
-34.630316|-58.372925|6
-34.630303|-58.372893|4
-34.630298|-58.372871|3
-34.630297|-58.372850|3
-34.630297|-58.372832|2
-34.630297|-58.372805|3
-34.630295|-58.372784|3
-34.630302|-58.372766|2
-34.630307|-58.372745|2
-34.630319|-58.372723|3
-34.630319|-58.372717|3
-34.630320|-58.372716|3
-34.630323|-58.372712|3
-34.630320|-58.372708|3
-34.630323|-58.372706|3
-34.630332|-58.372670|3
-34.630340|-58.372632|2
-34.630438|-58.372638|0
-34.630426|-58.372616|0
-34.630439|-58.372598|0
-34.630443|-58.372589|-1
-34.630461|-58.372555|-1
-34.630478|-58.372523|-2
-34.630481|-58.372496|-1
-34.630474|-58.372470|-2
-34.630488|-58.372460|-3
-34.630494|-58.372439|-3
-34.630503|-58.372431|-3
-34.630511|-58.372417|-4
-34.630517|-58.372404|-3
-34.630522|-58.372390|-2
-34.630531|-58.372369|-3
-34.630526|-58.372354|-3
-34.630536|-58.372340|-4
-34.630547|-58.372310|-5
-34.630542|-58.372282|-5
-34.630539|-58.372260|-4
-34.630540|-58.372241|-5
-34.630553|-58.372223|-4
-34.630568|-58.372208|-4
-34.630574|-58.372193|-3
-34.630580|-58.372171|-2
-34.630592|-58.372158|-2
-34.630597|-58.372140|-1
-34.630607|-58.372126|0
-34.630611|-58.372115|0
-34.630622|-58.372103|1
-34.630622|-58.372082|2
-34.630630|-58.372067|2
-34.630635|-58.372054|5
-34.630648|-58.372049|6
-34.630668|-58.372044|7
-34.630685|-58.372044|7
-34.630709|-58.372050|8
